timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1528346060909,606,93 /modules/Users/login.js,200,OK,Thread Group 1-7,text,true,,4925,421,10,10,606,0,0
1528346036197,26034,82 /cache/include/javascript/sugar_grp1_yui.js,200,OK,Thread Group 1-2,text,true,,560449,441,10,10,771,0,0
1528346061467,865,89 /cache/themes/SuiteR/css/deprecated.css,200,OK,Thread Group 1-6,text,true,,10602,452,10,10,769,0,0
1528346051492,11432,87 /cache/themes/SuiteR/css/yui.css,200,OK,Thread Group 1-8,text,true,,241468,445,10,10,771,0,0
1528346032710,30891,81 /cache/include/javascript/sugar_grp1_jquery.js,200,OK,Thread Group 1-3,text,true,,662949,444,10,10,944,0,173
1528346063613,959,86 /include/javascript/qtip/jquery.qtip.min.css,200,OK,Thread Group 1-3,text,true,,9359,497,10,10,919,0,147
1528346062931,1900,91 /themes/SuiteR/js/jscolor.js,200,OK,Thread Group 1-8,text,true,,29175,426,10,10,953,0,185
1528346064831,398,90 /themes/SuiteR/css/colourSelector.php,200,OK,Thread Group 1-8,text,true,,213,490,10,10,398,0,0
1528346065229,735,92 /modules/Users/login.css,200,OK,Thread Group 1-8,text,true,,3433,437,10,10,735,0,196
1528346064573,1766,85 /cache/themes/SuiteR/js/style.js,200,OK,Thread Group 1-3,text,true,,30007,430,10,10,781,0,0
1528346065965,606,93 /modules/Users/login.js,200,OK,Thread Group 1-8,text,true,,4925,421,10,10,606,0,0
1528346066340,558,88 /include/javascript/jquery/themes/base/jquery.ui.all.css,200,OK,Thread Group 1-3,text,true,,605,509,10,10,558,0,160
1528346066900,866,89 /cache/themes/SuiteR/css/deprecated.css,200,OK,Thread Group 1-3,text,true,,10602,452,10,10,769,0,0
1528346056348,11434,87 /cache/themes/SuiteR/css/yui.css,200,OK,Thread Group 1-9,text,true,,241468,445,10,10,772,0,0
1528346067789,1901,91 /themes/SuiteR/js/jscolor.js,200,OK,Thread Group 1-9,text,true,,29175,426,10,10,954,0,185
1528346069691,398,90 /themes/SuiteR/css/colourSelector.php,200,OK,Thread Group 1-9,text,true,,213,490,10,10,398,0,0
1528346059079,11434,87 /cache/themes/SuiteR/css/yui.css,200,OK,Thread Group 1-4,text,true,,241468,445,10,10,770,0,0
1528346070097,680,92 /modules/Users/login.css,200,OK,Thread Group 1-9,text,true,,3433,437,10,10,680,0,141
1528346070778,606,93 /modules/Users/login.js,200,OK,Thread Group 1-9,text,true,,4925,421,10,10,605,0,0
1528346058362,13345,94 /cache/themes/SuiteR/css/style.css,200,OK,Thread Group 1-1,text,true,,280031,447,10,10,918,0,147
1528346060376,11431,87 /cache/themes/SuiteR/css/yui.css,200,OK,Thread Group 1-5,text,true,,241468,445,10,10,770,0,0
1528346070517,1861,91 /themes/SuiteR/js/jscolor.js,200,OK,Thread Group 1-4,text,true,,29175,426,10,10,914,0,144
1528346072381,398,90 /themes/SuiteR/css/colourSelector.php,200,OK,Thread Group 1-4,text,true,,213,490,10,10,398,0,0
1528346061478,11435,87 /cache/themes/SuiteR/css/yui.css,200,OK,Thread Group 1-10,text,true,,241468,445,10,10,772,0,0
1528346071713,1499,96 /cache/include/javascript/sugar_field_grp.js,200,OK,Thread Group 1-1,text,true,,20691,442,10,10,940,0,170
1528346072779,722,92 /modules/Users/login.css,200,OK,Thread Group 1-4,text,true,,3433,437,10,10,722,0,184
1528346071813,1904,91 /themes/SuiteR/js/jscolor.js,200,OK,Thread Group 1-5,text,true,,29175,426,10,10,959,0,189
1528346062335,11435,87 /cache/themes/SuiteR/css/yui.css,200,OK,Thread Group 1-6,text,true,,241468,445,10,10,771,0,0
1528346073502,606,93 /modules/Users/login.js,200,OK,Thread Group 1-4,text,true,,4925,421,10,10,606,0,0
1528346073718,397,90 /themes/SuiteR/css/colourSelector.php,200,OK,Thread Group 1-5,text,true,,213,490,10,10,397,0,0
1528346072918,1860,91 /themes/SuiteR/js/jscolor.js,200,OK,Thread Group 1-10,text,true,,29175,426,10,10,913,0,143
1528346074116,682,92 /modules/Users/login.css,200,OK,Thread Group 1-5,text,true,,3433,437,10,10,682,0,143
1528346073213,1772,95 /include/javascript/jquery/themes/base/jquery-ui.min.css,200,OK,Thread Group 1-1,text,true,,30293,529,10,10,774,0,0
1528346074779,398,90 /themes/SuiteR/css/colourSelector.php,200,OK,Thread Group 1-10,text,true,,213,490,10,10,398,0,0
1528346074799,605,93 /modules/Users/login.js,200,OK,Thread Group 1-5,text,true,,4925,421,10,10,605,0,0
